"subject" "activity" "m.tBodyAccMag" "m.tGravityAccMag" "m.tBodyAccJerkMag" "m.tBodyGyroMag" "m.tBodyGyroJerkMag" "m.fBodyAccMag" "m.fBodyBodyAccJerkMag" "m.fBodyBodyGyroMag" "m.fBodyBodyGyroJerkMag"
11 "3.WALKING DOWNSTAIRS" 0.126227657258696 0.126227657258696 -0.198206139934783 -0.19788336026087 -0.599294760652174 0.0902807576630435 -0.097454996626087 -0.456170108913043 -0.668340527608696
11 "4.SITTING" -0.961970763773585 -0.961970763773585 -0.97935563509434 -0.951884472075472 -0.989519031132076 -0.953066009056604 -0.975315331509434 -0.969799951132076 -0.987255972641509
11 "5.STANDING" -0.984853836595745 -0.984853836595745 -0.989242377234043 -0.979978011489362 -0.993428183617021 -0.982255413617021 -0.988636595319149 -0.982576519787234 -0.992981019787234
11 "6.LAYING" -0.980621180175439 -0.980621180175439 -0.983330628421053 -0.952523752105263 -0.990641248245614 -0.973994004561404 -0.976940774561403 -0.967093356491228 -0.985978837192982
12 "1.WALKING" -0.102204550448 -0.102204550448 -0.144064922688 -0.35593036512 -0.5174937754 -0.153116002784 -0.029912425338 -0.442503784 -0.5611764414
12 "2.WALKING UPSTAIRS" -0.229183927115385 -0.229183927115385 -0.432469300961538 -0.316561585961538 -0.674972132307692 -0.290005418653846 -0.3208844625 -0.594032515192308 -0.714332592115385
12 "3.WALKING DOWNSTAIRS" 0.0183139429630435 0.0183139429630435 -0.107091019565217 -0.213351510686957 -0.442831079130435 0.148017269434783 0.0769968373 -0.344938419969565 -0.458227490826087
12 "4.SITTING" -0.952176621372549 -0.952176621372549 -0.974734489803922 -0.941907240784314 -0.980392337647059 -0.955944253137255 -0.971715268627451 -0.958511866666667 -0.97848445372549
12 "5.STANDING" -0.941459935081967 -0.941459935081967 -0.968790683278689 -0.888101372786885 -0.969289973606557 -0.945217802786885 -0.960859009508197 -0.902356765573771 -0.963059791967213
12 "6.LAYING" -0.9482046755 -0.9482046755 -0.969843834166667 -0.9308405935 -0.971067768833333 -0.9438674399 -0.962448418666667 -0.9454970225 -0.963949607166667
13 "1.WALKING" -0.135643867842105 -0.135643867842105 -0.133205034736842 -0.218669558421053 -0.303508210175439 -0.23460086645614 -0.15211150075614 -0.267472373877193 -0.338527133789474
13 "2.WALKING UPSTAIRS" -0.10115350174 -0.10115350174 -0.456190454 -0.237182958116364 -0.631964902181818 -0.367522800909091 -0.425100006545455 -0.485477308909091 -0.656088544363636
13 "3.WALKING DOWNSTAIRS" -0.0294634299553191 -0.0294634299553191 -0.127926051502128 -0.102114480531915 -0.323552439276596 0.0528791880659574 -0.0282156656914894 -0.206121707212766 -0.266399903210638
13 "4.SITTING" -0.957690563673469 -0.957690563673469 -0.989497838979592 -0.951142644081633 -0.992604304489796 -0.956901559653061 -0.988348535306122 -0.973258277755102 -0.991723741632653
13 "5.STANDING" -0.971564243157895 -0.971564243157895 -0.98680002754386 -0.95782537245614 -0.983637634912281 -0.972393559473684 -0.981977536491228 -0.957488799473684 -0.977197403859649
13 "6.LAYING" -0.960517768225806 -0.960517768225806 -0.985467853870968 -0.944303111935484 -0.98544626483871 -0.959535493548387 -0.980754385967742 -0.957681621290323 -0.978150814032258
14 "1.WALKING" -0.144404671779661 -0.144404671779661 -0.377293155084746 -0.137208741864407 -0.519895046779661 -0.373516771016949 -0.431591453389831 -0.311386449661017 -0.591036936101695
14 "2.WALKING UPSTAIRS" 0.140108204051852 0.140108204051852 -0.28366383592037 0.365779419444444 -0.399921949557407 -0.0759851813333333 -0.288744334092593 0.0488588668185185 -0.457250612407407
14 "3.WALKING DOWNSTAIRS" 0.185537706866667 0.185537706866667 0.0353601375466667 0.166340011842444 -0.275120883488889 0.471905155133333 0.186223478065556 -0.0787568406777778 -0.254747132274667
14 "4.SITTING" -0.944197943703704 -0.944197943703704 -0.976521006111111 -0.942756369259259 -0.988317606666667 -0.940589853333333 -0.972985342962963 -0.963320540555556 -0.987324239259259
14 "5.STANDING" -0.943456847333333 -0.943456847333333 -0.972965788166667 -0.943530016833333 -0.974873328 -0.949715059833333 -0.970214125833333 -0.944405563833333 -0.969175636833333
14 "6.LAYING" -0.905978250196078 -0.905978250196078 -0.972576392941176 -0.904665418431373 -0.975621183137255 -0.899463668843137 -0.96798859627451 -0.930151731176471 -0.966455343137255
15 "1.WALKING" -0.186514650759259 -0.186514650759259 -0.320129322962963 -0.243711124444444 -0.543979500555556 -0.275156242062037 -0.289753952407407 -0.489166383703704 -0.645075178148148
15 "2.WALKING UPSTAIRS" -0.000971394711666667 -0.000971394711666667 -0.316050382083333 -0.201217274 -0.663637117708333 -0.165242147958333 -0.261956679958333 -0.45369356625 -0.731422357916667
15 "3.WALKING DOWNSTAIRS" 0.320449387166667 0.320449387166667 -0.0372666071540476 -0.121686320740476 -0.509466648095238 0.331150229285714 0.158413334683333 -0.373898631190476 -0.565396130714286
15 "4.SITTING" -0.958669836271186 -0.958669836271186 -0.986107839152542 -0.957331628305085 -0.992188893898305 -0.949752001322034 -0.984689437118644 -0.973762179830509 -0.990180959322034
15 "5.STANDING" -0.961207616226415 -0.961207616226415 -0.981495125660377 -0.946961381132076 -0.984407077924528 -0.960337344339623 -0.979078785660377 -0.956733900188679 -0.983188091886792
15 "6.LAYING" -0.955340661527778 -0.955340661527778 -0.979890228194444 -0.944605127222222 -0.983235025416667 -0.956001034027778 -0.973681222777778 -0.946812642361111 -0.975727853888889
16 "1.WALKING" -0.258766694117647 -0.258766694117647 -0.363144483529412 -0.485931932745098 -0.671541834117647 -0.410463241960784 -0.378278490588235 -0.669228540784314 -0.72068229
16 "2.WALKING UPSTAIRS" -0.233990331568627 -0.233990331568627 -0.48321905 -0.308260568039216 -0.737705162156863 -0.370649738235294 -0.475597717843137 -0.630546675490196 -0.787833632352941
16 "3.WALKING DOWNSTAIRS" 0.191079793587447 0.191079793587447 -0.165908810808511 -0.309820427234043 -0.590896636382979 0.114032088546809 -0.0745659082223404 -0.488253939574468 -0.58966315
16 "4.SITTING" -0.961879680724638 -0.961879680724638 -0.987472699130435 -0.946417382463768 -0.992444606231884 -0.958335480724638 -0.983968635942029 -0.954060994347826 -0.989363136376812
16 "5.STANDING" -0.969948825128205 -0.969948825128205 -0.989205231794872 -0.972528178205128 -0.992848576025641 -0.971082558076923 -0.986502687948718 -0.975448632179487 -0.99117243
16 "6.LAYING" -0.961834634857143 -0.961834634857143 -0.988349656571429 -0.951777099571429 -0.990839526285714 -0.968020521285714 -0.987514525142857 -0.970249638857143 -0.988695277714286
17 "1.WALKING" -0.151151487704918 -0.151151487704918 -0.301093269180328 -0.335009836885246 -0.517167440655738 -0.429380043442623 -0.335938891803279 -0.518618058688525 -0.582711859672131
17 "2.WALKING UPSTAIRS" -0.0128062276916667 -0.0128062276916667 -0.357233897916667 -0.235191249091667 -0.637367490625 -0.150305643291667 -0.360299853125 -0.504066956875 -0.669008763541667
17 "3.WALKING DOWNSTAIRS" 0.148951103536087 0.148951103536087 -0.221631694184783 -0.232641763307609 -0.540325787826087 0.0580680522108696 -0.188680399771739 -0.40943875826087 -0.57734888
17 "4.SITTING" -0.97274734640625 -0.97274734640625 -0.99281471515625 -0.967177744375 -0.996334795 -0.973626755 -0.99142725046875 -0.98336929234375 -0.995204564375
17 "5.STANDING" -0.977635981410256 -0.977635981410256 -0.991742753589744 -0.978184576538462 -0.993672973717949 -0.980967748205128 -0.990162798846154 -0.984291131538461 -0.992723939358974
17 "6.LAYING" -0.953021411126761 -0.953021411126761 -0.981607627887324 -0.960733121690141 -0.985542411126761 -0.961046326338028 -0.979687318732394 -0.969014444788732 -0.982765526478873
18 "1.WALKING" -0.287908078035714 -0.287908078035714 -0.379269262142857 -0.500471147857143 -0.636485896964286 -0.424386734107143 -0.41403775125 -0.620331394285714 -0.710596311071429
18 "2.WALKING UPSTAIRS" -0.279146312758621 -0.279146312758621 -0.601463948275862 -0.3691086 -0.781652689310345 -0.436561064482759 -0.574481396551724 -0.654029089310345 -0.826193160862069
18 "3.WALKING DOWNSTAIRS" -0.293531973636364 -0.293531973636364 -0.466516044 -0.381022814727273 -0.701663073636364 -0.241973534781818 -0.3833987134 -0.604735414363636 -0.744236045090909
18 "4.SITTING" -0.983674151754386 -0.983674151754386 -0.989869574561404 -0.977634992105263 -0.994873439824561 -0.984781467192982 -0.990407075964912 -0.986535242105263 -0.99480818754386
18 "5.STANDING" -0.972607495342466 -0.972607495342466 -0.98596529369863 -0.963006793150685 -0.988685954931507 -0.976797646027397 -0.984987073150685 -0.972352593013699 -0.988960668767123
18 "6.LAYING" -0.986456241538462 -0.986456241538462 -0.98832154 -0.980740846769231 -0.993095122615385 -0.986788412 -0.988548418307692 -0.984329092153846 -0.991901007538462
19 "1.WALKING" 0.0648173438653846 0.0648173438653846 0.109450990201923 0.100045071430769 -0.164699977592308 0.0322272296217308 0.0730179928688462 -0.0952460452365385 -0.262442822846154
19 "2.WALKING UPSTAIRS" 0.01738119347275 0.01738119347275 -0.114189605875 -0.06161577145 -0.372790526575 -0.07962876322 -0.187391317015 -0.28884026785 -0.4771839145
19 "3.WALKING DOWNSTAIRS" 0.644604325128205 0.644604325128205 0.434490400974359 0.418004608615385 0.0875816618205128 0.586637550769231 0.538404846128205 0.203979764835897 -0.0229045295641026
19 "4.SITTING" -0.962074065616438 -0.962074065616438 -0.986423976027397 -0.942229043835616 -0.989450316575342 -0.962632577945206 -0.983751646712329 -0.964238768493151 -0.986727418493151
19 "5.STANDING" -0.960505683561644 -0.960505683561644 -0.983068923561644 -0.94174504109589 -0.985801637671233 -0.968910788767123 -0.979135412739726 -0.958578129589041 -0.984536610136986
19 "6.LAYING" -0.96626080686747 -0.96626080686747 -0.98478434 -0.953263432771084 -0.985342497710843 -0.971957401325301 -0.980621564096386 -0.965624724457831 -0.981890470361446
20 "1.WALKING" 0.039402280578902 0.039402280578902 -0.0429359302764706 0.0686275147882353 -0.194893253196078 -0.00353341793921569 0.0545269493972549 -0.0520065599062745 -0.180365335498431
20 "2.WALKING UPSTAIRS" 0.00872502461176471 0.00872502461176471 -0.255611242098039 0.0223302538235294 -0.37192841627451 -0.205009295196078 -0.215014031556863 -0.286627716823529 -0.450393446470588
20 "3.WALKING DOWNSTAIRS" 0.221851587933333 0.221851587933333 -0.0612699838466667 0.0938419436933333 -0.268183423577778 0.151887747217778 0.0137917152644444 -0.100566103524444 -0.311668472555556
20 "4.SITTING" -0.952738043030303 -0.952738043030303 -0.978774578333333 -0.939574435606061 -0.983010276060606 -0.946913451666667 -0.971730462575758 -0.953399068181818 -0.976108353787879
20 "5.STANDING" -0.92240685739726 -0.92240685739726 -0.956624899041096 -0.883675028630137 -0.94793650109589 -0.921225595205479 -0.940007897123288 -0.879437674794521 -0.929600007123288
20 "6.LAYING" -0.960743126176471 -0.960743126176471 -0.984670073823529 -0.9604473725 -0.986749500882353 -0.952827071323529 -0.979695458088235 -0.969832241176471 -0.981119820588235
21 "1.WALKING" -0.123455661519231 -0.123455661519231 -0.148138991523077 -0.284775644807692 -0.426930725 -0.251266388923077 -0.144009889665385 -0.409516081153846 -0.4995972025
21 "2.WALKING UPSTAIRS" -0.0810453188106383 -0.0810453188106383 -0.355047693617021 -0.168982721146809 -0.577935642978723 -0.257894449148936 -0.355443706553191 -0.475369886808511 -0.628915748723404
21 "3.WALKING DOWNSTAIRS" 0.245771699004444 0.245771699004444 -0.0802241799933333 -0.184850019535556 -0.452828682444444 0.239895893822222 0.112442619741778 -0.406392284444444 -0.490804948444444
21 "4.SITTING" -0.974734999411765 -0.974734999411765 -0.985947225176471 -0.964971113764706 -0.990307349882353 -0.974829227058824 -0.985342358705882 -0.977839702352941 -0.990014272588235
21 "5.STANDING" -0.958774298089888 -0.958774298089888 -0.974765161910112 -0.949837151797753 -0.976857084157303 -0.962291334157303 -0.970634296404494 -0.956723022359551 -0.976126760674157
21 "6.LAYING" -0.952596583222222 -0.952596583222222 -0.982800330555556 -0.949278890222222 -0.985915906888889 -0.953769071222222 -0.978444123888889 -0.962349012888889 -0.982993315111111
22 "1.WALKING" 0.0722419121669565 0.0722419121669565 0.02291996735 -0.210608043717391 -0.461999528913043 -0.0241584964891304 0.0659727285 -0.438378722826087 -0.553946121521739
22 "2.WALKING UPSTAIRS" 0.210282608333333 0.210282608333333 -0.0957840344357143 -0.1280319236 -0.568111869047619 -0.0866905123880952 -0.0458020362119048 -0.369902 -0.667996003333333
22 "3.WALKING DOWNSTAIRS" 0.330999221944444 0.330999221944444 -0.0179784626888889 -0.161333309783333 -0.459579670833333 0.155526858911111 0.0224783539805556 -0.338417326388889 -0.583510518055556
22 "4.SITTING" -0.942167353870968 -0.942167353870968 -0.979303714032258 -0.942077432741935 -0.98547603483871 -0.943078237096774 -0.968908297096774 -0.951952767258065 -0.977775448387097
22 "5.STANDING" -0.954807661269841 -0.954807661269841 -0.975876006507936 -0.931624303968254 -0.978603529206349 -0.949044483015873 -0.959743877936508 -0.932065270793651 -0.968377798253968
22 "6.LAYING" -0.934993799305556 -0.934993799305556 -0.971169779305556 -0.926616373333333 -0.981716936388889 -0.929818990972222 -0.962654791527778 -0.946055840972222 -0.976638980972222
23 "1.WALKING" -0.0988770198220339 -0.0988770198220339 -0.0670819655881356 -0.0120968259523729 0.0115305410508475 -0.0942606311677966 -0.0180705701559322 0.185078207383051 0.146618569064407
23 "2.WALKING UPSTAIRS" -0.0117536873784314 -0.0117536873784314 -0.311143885098039 -0.156527148792745 -0.504367150588235 -0.231382662235294 -0.302968064764706 -0.380388292223529 -0.51871565
23 "3.WALKING DOWNSTAIRS" 0.127211137694444 0.127211137694444 0.112982475627778 0.0390915481555556 -0.0463117766203704 0.364829993351852 0.335009724333333 0.150825734842593 0.0746754643666667
23 "4.SITTING" -0.944080772941176 -0.944080772941176 -0.982375503382353 -0.936593426911765 -0.986514066029412 -0.945837830147059 -0.974121466764706 -0.952293277205882 -0.980707211470588
23 "5.STANDING" -0.957212267058824 -0.957212267058824 -0.978671485441176 -0.938430293382353 -0.9763992525 -0.957986177058823 -0.973798155735294 -0.944583829705882 -0.972598810882353
23 "6.LAYING" -0.962959196805556 -0.962959196805556 -0.987010197361111 -0.949418000972222 -0.984557478611111 -0.967747053194444 -0.985905703888889 -0.966239347916667 -0.981846854305556
24 "1.WALKING" -0.299983613965517 -0.299983613965517 -0.399722201034483 -0.403064156896552 -0.507824745862069 -0.434618912068966 -0.418641046896552 -0.534509163793103 -0.571594392068966
24 "2.WALKING UPSTAIRS" -0.226402822033898 -0.226402822033898 -0.488487620508475 -0.33443583979661 -0.658751629152542 -0.322300989322034 -0.429800778813559 -0.564664994745763 -0.64611467
24 "3.WALKING DOWNSTAIRS" -0.0737699163072727 -0.0737699163072727 -0.263106944836364 -0.304965806363636 -0.497152238363636 -0.0231701626603636 -0.200830137109091 -0.374298686727273 -0.474449925818182
24 "4.SITTING" -0.968979156470588 -0.968979156470588 -0.985555822352941 -0.964633252352941 -0.991306424705882 -0.968905031470588 -0.984469962941177 -0.977973720735294 -0.990854751176471
24 "5.STANDING" -0.950061017681159 -0.950061017681159 -0.977620953913043 -0.954518594057971 -0.982387268985507 -0.960066088115942 -0.972251355217391 -0.963922314202899 -0.981119237826087
24 "6.LAYING" -0.9718540425 -0.9718540425 -0.985529270555556 -0.953791512638889 -0.982780873888889 -0.973171068055556 -0.983108084305556 -0.964001383472222 -0.978596740694444
25 "1.WALKING" -0.40528943 -0.40528943 -0.538291424594595 -0.394362401351351 -0.678466069054054 -0.566060023108108 -0.564591342162162 -0.562733252702703 -0.770300895540541
25 "2.WALKING UPSTAIRS" -0.305772199076923 -0.305772199076923 -0.679160843538462 -0.3186346998 -0.777106026615385 -0.527907561538462 -0.654795110615385 -0.567153469846154 -0.822403906
25 "3.WALKING DOWNSTAIRS" -0.22010859462069 -0.22010859462069 -0.50048333137931 -0.216082565601724 -0.664713625172414 -0.288154787517241 -0.471642111551724 -0.485763582068966 -0.687034281206897
